_High Voltage SID Collection/MUSICIANS/C/Chiummo_Aldo/Planet_Golf_preview.sid,sid,55031
_High Voltage SID Collection/MUSICIANS/C/Czyszy/Fonic_Boom.sid,sid,55032
_High Voltage SID Collection/MUSICIANS/C/Czyszy/Czytrus_Frut.sid,sid,55033
_High Voltage SID Collection/MUSICIANS/C/Czyszy/ChipMotif.sid,sid,55034
_High Voltage SID Collection/MUSICIANS/C/Czyszy/Asalieri.sid,sid,55035
_High Voltage SID Collection/MUSICIANS/C/Czyszy/Skazastan.sid,sid,55036
_High Voltage SID Collection/MUSICIANS/I/Isildur/Superchunk.sid,sid,55037
_High Voltage SID Collection/MUSICIANS/I/Isildur/22_Seconds_of_Hard_Techno.sid,sid,55038
_High Voltage SID Collection/MUSICIANS/I/Isildur/Raster_Pump.sid,sid,55039
_High Voltage SID Collection/MUSICIANS/I/Ilkke/Vector_Jelly.sid,sid,55040
_High Voltage SID Collection/MUSICIANS/A/Apollyon/Disco_Inferno.sid,sid,55041
_High Voltage SID Collection/MUSICIANS/A/Apollyon/Dangerous_Times.sid,sid,55042
_High Voltage SID Collection/MUSICIANS/A/Aomeba/Double_Trouble.sid,sid,55043
_High Voltage SID Collection/MUSICIANS/A/Ajitek/Wetsuits.sid,sid,55044
_High Voltage SID Collection/MUSICIANS/A/Agemixer/Random_Bed.sid,sid,55045
_High Voltage SID Collection/MUSICIANS/A/Agemixer/Moonspire-The_Draxx_War_preview.sid,sid,55046
_High Voltage SID Collection/MUSICIANS/A/Abaddon/Shaddup_Already.sid,sid,55047
_High Voltage SID Collection/MUSICIANS/A/Albartus_Jan/Wild_Thing.sid,sid,55048
_High Voltage SID Collection/MUSICIANS/K/Kfaraday/I_Cant_Do_It_Sorry.sid,sid,55049
_High Voltage SID Collection/MUSICIANS/K/Kompositkrut/Monkey_Island.sid,sid,55050
_High Voltage SID Collection/MUSICIANS/K/Kochan_Maciej/Eine_kleine_umc_umc_umc.sid,sid,55051
_High Voltage SID Collection/MUSICIANS/K/Koester_Boris/Demodesigner_II.sid,sid,55052
_High Voltage SID Collection/MUSICIANS/K/Koester_Boris/TDC_Demo_Disk_tune_3.sid,sid,55053
_High Voltage SID Collection/MUSICIANS/K/Koester_Boris/TDC_Demo_Disk_tune_4.sid,sid,55054
_High Voltage SID Collection/MUSICIANS/K/Koester_Boris/Digi-Music_002.sid,sid,55055
_High Voltage SID Collection/MUSICIANS/K/Koester_Boris/Digi-Zak_4_Mix.sid,sid,55056
_High Voltage SID Collection/MUSICIANS/K/Koester_Boris/Elizabeth-Shes_an_Angel.sid,sid,55057
_High Voltage SID Collection/MUSICIANS/K/Koester_Boris/Intro_2.sid,sid,55058
_High Voltage SID Collection/MUSICIANS/K/Koester_Boris/Digi-Music_001.sid,sid,55059
_High Voltage SID Collection/MUSICIANS/K/Koester_Boris/A_Dream_Is_Coming.sid,sid,55060
_High Voltage SID Collection/MUSICIANS/K/Klegg/Glorious_Glare.sid,sid,55061
_High Voltage SID Collection/MUSICIANS/K/Klegg/Moh30.sid,sid,55062
_High Voltage SID Collection/MUSICIANS/K/Klegg/Datastorm_2017_Invite.sid,sid,55063
_High Voltage SID Collection/MUSICIANS/K/Khugiani_Naveed/Kaos_64.sid,sid,55064
_High Voltage SID Collection/MUSICIANS/U/Uneksija/Run_and_They_ll_Never_Find_You.sid,sid,55065
_High Voltage SID Collection/MUSICIANS/U/Uneksija/Toka_Kerta_Pohjalla.sid,sid,55066
_High Voltage SID Collection/MUSICIANS/U/Uctumi/Amigo.sid,sid,55067
_High Voltage SID Collection/MUSICIANS/U/Uctumi/A_Dog_in_My_Doorstep_short_version.sid,sid,55068
_High Voltage SID Collection/MUSICIANS/U/Uctumi/Dune_Buggy.sid,sid,55069
_High Voltage SID Collection/MUSICIANS/U/Uctumi/Hindrance.sid,sid,55070
_High Voltage SID Collection/MUSICIANS/U/Uctumi/Certas_Coisas.sid,sid,55071
_High Voltage SID Collection/MUSICIANS/U/Uctumi/A_Felicidade.sid,sid,55072
_High Voltage SID Collection/MUSICIANS/U/Uctumi/O_Tempo_Nao_Para.sid,sid,55073
_High Voltage SID Collection/MUSICIANS/U/Uctumi/Dancing_Queen.sid,sid,55074
_High Voltage SID Collection/MUSICIANS/U/Uctumi/Fico_Assim_Sem_Voce.sid,sid,55075
_High Voltage SID Collection/MUSICIANS/U/Uctumi/4Kindness.sid,sid,55076
_High Voltage SID Collection/MUSICIANS/U/Uctumi/Power_of_Two_2SID.sid,sid,55077
_High Voltage SID Collection/MUSICIANS/U/Uctumi/Radioactive_Tenderness.sid,sid,55078
_High Voltage SID Collection/MUSICIANS/U/Uctumi/Menina_Veneno.sid,sid,55079
_High Voltage SID Collection/MUSICIANS/U/Uctumi/A_Simple_Day.sid,sid,55080
_High Voltage SID Collection/MUSICIANS/U/Uctumi/Angels_and_Beans.sid,sid,55081
_High Voltage SID Collection/MUSICIANS/X/Xiny6581/Giving_Ground.sid,sid,55082
_High Voltage SID Collection/MUSICIANS/R/Randy/Insidious_Pleasures.sid,sid,55083
_High Voltage SID Collection/MUSICIANS/R/Rodney/Esira_tune_2.sid,sid,55084
_High Voltage SID Collection/MUSICIANS/R/Raf/You_Gonna_Make_It_Your_Ringtone.sid,sid,55085
_High Voltage SID Collection/MUSICIANS/R/Roly/Cloudy_Window.sid,sid,55086
_High Voltage SID Collection/MUSICIANS/R/Roly/Dancing_on_a_Bigpack.sid,sid,55087
_High Voltage SID Collection/MUSICIANS/R/Roly/Loop_54.sid,sid,55088
_High Voltage SID Collection/MUSICIANS/R/Robric/Sfylar_06.sid,sid,55089
_High Voltage SID Collection/MUSICIANS/R/Robric/Toz_Muz_Line.sid,sid,55090
_High Voltage SID Collection/MUSICIANS/R/Robric/Super_Pizza_2.sid,sid,55091
_High Voltage SID Collection/MUSICIANS/R/Robric/Sumyo_3.sid,sid,55092
_High Voltage SID Collection/MUSICIANS/R/Robric/Shadow_of_Two_Worlds.sid,sid,55093
_High Voltage SID Collection/MUSICIANS/R/Robric/Super_Magnetic_2020.sid,sid,55094
_High Voltage SID Collection/MUSICIANS/R/Robric/Imperial_X7.sid,sid,55095
_High Voltage SID Collection/MUSICIANS/R/Robric/Arthur_the_Viking.sid,sid,55096
_High Voltage SID Collection/MUSICIANS/R/Robric/Dyriun_T2.sid,sid,55097
_High Voltage SID Collection/MUSICIANS/R/Robric/Helicopter_3.sid,sid,55098
_High Voltage SID Collection/MUSICIANS/R/Robric/Zub_the_Box.sid,sid,55099
_High Voltage SID Collection/MUSICIANS/R/Robric/Action_Tank_2.sid,sid,55100
_High Voltage SID Collection/MUSICIANS/R/Robric/Soldier_Yeteran.sid,sid,55101
_High Voltage SID Collection/MUSICIANS/R/Robric/Nick_in_the_Land_of_Giants.sid,sid,55102
_High Voltage SID Collection/MUSICIANS/R/Robric/Hunting_for_the_Small_Box.sid,sid,55103
_High Voltage SID Collection/MUSICIANS/R/Robric/Labyrinth_of_Procton_4.sid,sid,55104
_High Voltage SID Collection/MUSICIANS/R/Robric/Bicycle_Rider_to_Hunt.sid,sid,55105
_High Voltage SID Collection/MUSICIANS/R/Robric/Attack_to_the_Spaceship_YM2.sid,sid,55106
_High Voltage SID Collection/MUSICIANS/R/Robric/Dreider_6.sid,sid,55107
_High Voltage SID Collection/MUSICIANS/R/Robric/Loader.sid,sid,55108
_High Voltage SID Collection/MUSICIANS/R/Robric/Popo_Buum.sid,sid,55109
_High Voltage SID Collection/MUSICIANS/R/Robric/Last_Shake.sid,sid,55110
_High Voltage SID Collection/MUSICIANS/R/Robric/Sylos_T261.sid,sid,55111
_High Voltage SID Collection/MUSICIANS/R/Robric/Syrium_IV.sid,sid,55112
_High Voltage SID Collection/MUSICIANS/R/Robric/Jocopter.sid,sid,55113
_High Voltage SID Collection/MUSICIANS/R/Robric/Uncle_Smarty.sid,sid,55114
_High Voltage SID Collection/MUSICIANS/R/Robric/Thadex_Y1.sid,sid,55115
_High Voltage SID Collection/MUSICIANS/R/Robric/Bomber_Fight_3.sid,sid,55116
_High Voltage SID Collection/MUSICIANS/R/Robric/Evolution_of_War_in_Space.sid,sid,55117
_High Voltage SID Collection/MUSICIANS/R/Robric/Agent_Rod.sid,sid,55118
_High Voltage SID Collection/MUSICIANS/R/Robric/Tep_Tus_1.sid,sid,55119
_High Voltage SID Collection/MUSICIANS/R/Robric/Commander_02.sid,sid,55120
_High Voltage SID Collection/MUSICIANS/R/Robric/Seventh_Parallel.sid,sid,55121
_High Voltage SID Collection/MUSICIANS/R/Robric/Agent_101.sid,sid,55122
_High Voltage SID Collection/MUSICIANS/R/Robric/Pablito.sid,sid,55123
_High Voltage SID Collection/MUSICIANS/R/Robric/ZB_Rinco.sid,sid,55124
_High Voltage SID Collection/MUSICIANS/R/Robric/City_Cars_3.sid,sid,55125
_High Voltage SID Collection/MUSICIANS/R/Robric/Pinnynoid.sid,sid,55126
_High Voltage SID Collection/MUSICIANS/R/Robric/Boncher_II.sid,sid,55127
_High Voltage SID Collection/MUSICIANS/R/Robric/Galaxy_09.sid,sid,55128
_High Voltage SID Collection/MUSICIANS/R/Robric/Motty.sid,sid,55129
_High Voltage SID Collection/MUSICIANS/R/Robric/Mebby_Big_Head.sid,sid,55130
_High Voltage SID Collection/MUSICIANS/R/Robric/Jimbas_the_Warrior.sid,sid,55131
_High Voltage SID Collection/MUSICIANS/R/Robric/Partimonium.sid,sid,55132
_High Voltage SID Collection/MUSICIANS/R/Ray_Manta/Deimos.sid,sid,55133
_High Voltage SID Collection/MUSICIANS/R/Red_Kimmel_Jeroen/Rhaa_Lovely_II_tune_1.sid,sid,55134
_High Voltage SID Collection/MUSICIANS/R/Rage/Orb_Weaver-MSI_Tape_Loader.sid,sid,55135
_High Voltage SID Collection/MUSICIANS/R/Radiantx/Lifehack.sid,sid,55136
_High Voltage SID Collection/MUSICIANS/R/Radiantx/Bravocado.sid,sid,55137
_High Voltage SID Collection/MUSICIANS/R/Radiantx/Final_Toke.sid,sid,55138
_High Voltage SID Collection/MUSICIANS/R/Response/Datafresh.sid,sid,55139
_High Voltage SID Collection/MUSICIANS/H/Hoffmann_Michal/Rounds_of_Chemo_plus_M_Crackintro.sid,sid,55140
_High Voltage SID Collection/MUSICIANS/H/Hoffmann_Michal/Hangin_Yo_Self_101percent_Crackintro.sid,sid,55141
_High Voltage SID Collection/MUSICIANS/H/Hoffmann_Michal/Little_Adolf_plus_6H_Crackintro.sid,sid,55142
_High Voltage SID Collection/MUSICIANS/H/Hoffmann_Michal/OMG_You_Have_to_Hear_This_LOLz.sid,sid,55143
_High Voltage SID Collection/MUSICIANS/H/Hoffmann_Michal/Shit_Olympics_plus_2DG_Crackintro.sid,sid,55144
_High Voltage SID Collection/MUSICIANS/R/Rock/FIG_30_plus_1_Anniversary_tune.sid,sid,55145
_High Voltage SID Collection/MUSICIANS/R/Rock/Massive_Wormhole.sid,sid,55146
_High Voltage SID Collection/MUSICIANS/R/Rock/Morze_Dizko.sid,sid,55147
_High Voltage SID Collection/MUSICIANS/R/Rock/Dreaming_High.sid,sid,55148
_High Voltage SID Collection/MUSICIANS/R/Rockerboy/Loss_of_Carrier.sid,sid,55149
_High Voltage SID Collection/MUSICIANS/R/Rockerboy/Metalstorm.sid,sid,55150
_High Voltage SID Collection/MUSICIANS/R/Rockerboy/Loss_of_Carrier_1_tune_3.sid,sid,55151
_High Voltage SID Collection/MUSICIANS/F/Foreman_Gary/Natural.sid,sid,55152
_High Voltage SID Collection/MUSICIANS/F/Foreman_Gary/Things_Can_Only_Get_Better.sid,sid,55153
_High Voltage SID Collection/MUSICIANS/F/Foreman_Gary/Conditioning.sid,sid,55154
_High Voltage SID Collection/MUSICIANS/F/Feiweier_Goesta/Veterans_of_Style.sid,sid,55155
_High Voltage SID Collection/MUSICIANS/F/Fegolhuzz/Solskyddstraktor.sid,sid,55156
_High Voltage SID Collection/MUSICIANS/F/Fegolhuzz/Al_Gore_Rythm.sid,sid,55157
_High Voltage SID Collection/MUSICIANS/F/Fegolhuzz/Tropical_Batch.sid,sid,55158
_High Voltage SID Collection/MUSICIANS/F/Fegolhuzz/Holy_Gsus4.sid,sid,55159
_High Voltage SID Collection/MUSICIANS/F/Fegolhuzz/Son_of_a_Hoarder.sid,sid,55160
_High Voltage SID Collection/MUSICIANS/F/Fredrik/2nd_Gametune_2017.sid,sid,55161
_High Voltage SID Collection/MUSICIANS/F/Ferrara/Kikkomen.sid,sid,55162
_High Voltage SID Collection/MUSICIANS/F/Freqvibez/Krackenblochen.sid,sid,55163
_High Voltage SID Collection/MUSICIANS/F/FieserWolF/Grillieren_preview.sid,sid,55164
_High Voltage SID Collection/MUSICIANS/F/FieserWolF/Girls_Love_Lasers.sid,sid,55165
_High Voltage SID Collection/MUSICIANS/F/Flea/Rawhide_tune_2.sid,sid,55166
_High Voltage SID Collection/MUSICIANS/F/Flea/Rawhide_tune_1.sid,sid,55167
_High Voltage SID Collection/MUSICIANS/L/LMan/Venus_Falling.sid,sid,55168
_High Voltage SID Collection/MUSICIANS/L/LMan/Clubster.sid,sid,55169
_High Voltage SID Collection/MUSICIANS/L/LMan/Devoid_of.sid,sid,55170
_High Voltage SID Collection/MUSICIANS/L/LMan/Vandalissimo.sid,sid,55171
_High Voltage SID Collection/MUSICIANS/L/Liverani_Daniele/Genius_Enhanced.sid,sid,55172
_High Voltage SID Collection/MUSICIANS/L/Liverani_Daniele/Genius.sid,sid,55173
_High Voltage SID Collection/MUSICIANS/L/Liverani_Daniele/Genius_2.sid,sid,55174
_High Voltage SID Collection/MUSICIANS/L/Linde/Cracked_by_Laika.sid,sid,55175
_High Voltage SID Collection/MUSICIANS/L/Lft/Fugue_on_a_Theme_by_D_M_Hanlon.sid,sid,55176
_High Voltage SID Collection/MUSICIANS/L/Lft/To_Die_For_II.sid,sid,55177
_High Voltage SID Collection/MUSICIANS/L/Lft/Glyptodont.sid,sid,55178
_High Voltage SID Collection/MUSICIANS/L/Lft/Trinket.sid,sid,55179
_High Voltage SID Collection/MUSICIANS/L/Lft/Dishwasher_Groove.sid,sid,55180
_High Voltage SID Collection/MUSICIANS/L/Linus/Modern_Love_Classics_intro.sid,sid,55181
_High Voltage SID Collection/MUSICIANS/L/Linus/Pissholes_in_the_Snow_plus_D.sid,sid,55182
_High Voltage SID Collection/MUSICIANS/L/Linus/I_Dug_Some_Graves_Youll_Never_Find.sid,sid,55183
_High Voltage SID Collection/MUSICIANS/L/Linus/Your_Heavy_Weight_Blues_Beard_in_the_Morning.sid,sid,55184
_High Voltage SID Collection/MUSICIANS/L/Los_Pat_Moritas/Siempre_en_mi_camino.sid,sid,55185
_High Voltage SID Collection/MUSICIANS/L/Los_Pat_Moritas/Anarquia_espacial.sid,sid,55186
_High Voltage SID Collection/MUSICIANS/L/Los_Pat_Moritas/Moncholo.sid,sid,55187
_High Voltage SID Collection/MUSICIANS/L/Los_Pat_Moritas/Turbodrive.sid,sid,55188
_High Voltage SID Collection/MUSICIANS/L/Los_Pat_Moritas/Minimercado.sid,sid,55189
_High Voltage SID Collection/MUSICIANS/L/Laserboy/Juhon_Faijan_Kupla.sid,sid,55190
_High Voltage SID Collection/MUSICIANS/V/Vincenzo/Quad_Core_tune_2.sid,sid,55191
_High Voltage SID Collection/MUSICIANS/V/Vincenzo/Quad_Core_bottom_part_2SID.sid,sid,55192
_High Voltage SID Collection/MUSICIANS/V/Vincenzo/Quad_Core_tune_4.sid,sid,55193
_High Voltage SID Collection/MUSICIANS/V/Vincenzo/Quad_Core_tune_3.sid,sid,55194
_High Voltage SID Collection/MUSICIANS/V/Vincenzo/Quad_Core_top_part_2SID.sid,sid,55195
_High Voltage SID Collection/MUSICIANS/V/Vincenzo/Quad_Core_tune_1.sid,sid,55196
_High Voltage SID Collection/MUSICIANS/V/Vaisey_Andy/Arkracknix.sid,sid,55197
_High Voltage SID Collection/MUSICIANS/V/V0yager/Late_in_Time.sid,sid,55198
_High Voltage SID Collection/MUSICIANS/V/V0yager/Kernal_Panic.sid,sid,55199
_High Voltage SID Collection/MUSICIANS/H/Harmony_Productions/Lover_Why_short_version.sid,sid,55200
_High Voltage SID Collection/MUSICIANS/H/Harrison_Mark/Breaker.sid,sid,55201
_High Voltage SID Collection/MUSICIANS/H/Harrison_Mark/Breakers.sid,sid,55202
_High Voltage SID Collection/MUSICIANS/H/Harrison_Mark/Breaker_large.sid,sid,55203
_High Voltage SID Collection/MUSICIANS/H/Highway_Guy/Galencia_1_5_loader.sid,sid,55204
_High Voltage SID Collection/MUSICIANS/H/Highway_Guy/Galencia_preview.sid,sid,55205
_High Voltage SID Collection/MUSICIANS/H/Hoffman/Makeshift.sid,sid,55206
_High Voltage SID Collection/MUSICIANS/H/Hannula_Antti/Crackwhore.sid,sid,55207
_High Voltage SID Collection/MUSICIANS/H/Hannula_Antti/Space_Debris.sid,sid,55208
_High Voltage SID Collection/MUSICIANS/H/Hannula_Antti/Midsummer_Melancholy.sid,sid,55209
_High Voltage SID Collection/MUSICIANS/H/Hannula_Antti/Golden_Intro_Memories.sid,sid,55210
_High Voltage SID Collection/MUSICIANS/H/Hannula_Antti/Yes.sid,sid,55211
_High Voltage SID Collection/MUSICIANS/H/Hannula_Antti/Starfall_Remix.sid,sid,55212
_High Voltage SID Collection/MUSICIANS/H/Holt_Hein/Saturday_the_14th.sid,sid,55213
_High Voltage SID Collection/MUSICIANS/H/Holt_Hein/Probing_the_Crack_with_a_Hook.sid,sid,55214
_High Voltage SID Collection/MUSICIANS/H/Holt_Hein/Dead_Crackers_Dial_Tone.sid,sid,55215
_High Voltage SID Collection/MUSICIANS/H/Holt_Hein/Danmaku_Level_1.sid,sid,55216
_High Voltage SID Collection/MUSICIANS/H/Holt_Hein/You.sid,sid,55217
_High Voltage SID Collection/MUSICIANS/H/Holt_Hein/Mixing_Potions.sid,sid,55218
_High Voltage SID Collection/MUSICIANS/B/Burp_Offence/Nu_Membs_tune_4.sid,sid,55219
_High Voltage SID Collection/MUSICIANS/B/Burp_Offence/Nu_Membs_tune_2.sid,sid,55220
_High Voltage SID Collection/MUSICIANS/B/Blues_Muz/Gallefoss_Glenn/Freckled_Sky.sid,sid,55221
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Star_Toast.sid,sid,55222
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Space_Base_9.sid,sid,55223
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Vortex_Crystals_2017.sid,sid,55224
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Sky_Is_Falling.sid,sid,55225
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/QLT_Remix_V2.sid,sid,55226
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Real_Distraction.sid,sid,55227
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Scorched_Like_an_Intro.sid,sid,55228
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Squibbly_Skwobs_Big_Day_Out.sid,sid,55229
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Boing_Away.sid,sid,55230
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Eligible_for_Termination.sid,sid,55231
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Gray_Ending.sid,sid,55232
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Mind_Over_Antimatter.sid,sid,55233
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/RasterTime.sid,sid,55234
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Just_Over_a_Minute.sid,sid,55235
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Tropic_Fun.sid,sid,55236
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Purple-Revisited.sid,sid,55237
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Border_Blast_3_enhanced.sid,sid,55238
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Abducted.sid,sid,55239
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Action_War_Movie.sid,sid,55240
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/More_and_More.sid,sid,55241
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Aztec_Adventure.sid,sid,55242
_High Voltage SID Collection/MUSICIANS/B/Bayliss_Richard/Cruiser_X-79.sid,sid,55243
_High Voltage SID Collection/MUSICIANS/B/Buddha/Rescue_C64_Scene_Drama.sid,sid,55244
_High Voltage SID Collection/MUSICIANS/B/Buddha/Rock_It.sid,sid,55245
_High Voltage SID Collection/MUSICIANS/B/Buddha/Last_C64_Song.sid,sid,55246
_High Voltage SID Collection/MUSICIANS/B/Buddha/Rock_It_Final.sid,sid,55247
_High Voltage SID Collection/MUSICIANS/B/Buddha/Rock_It_2.sid,sid,55248
_High Voltage SID Collection/MUSICIANS/B/Bordeaux/Old_Intro_Kicker.sid,sid,55249
_High Voltage SID Collection/MUSICIANS/B/Barracuda/Such6strday.sid,sid,55250
_High Voltage SID Collection/MUSICIANS/B/Benedens_Oliver/Sandbag.sid,sid,55251
_High Voltage SID Collection/MUSICIANS/B/Benedens_Oliver/Dear_Enemy.sid,sid,55252
_High Voltage SID Collection/MUSICIANS/B/Benedens_Oliver/March_of_the_Muons.sid,sid,55253
_High Voltage SID Collection/MUSICIANS/B/Benedens_Oliver/Ecstasy_of_Cheese.sid,sid,55254
_High Voltage SID Collection/MUSICIANS/B/Brooke_Jason/Dreadnought.sid,sid,55255
_High Voltage SID Collection/MUSICIANS/B/Bamse/Castlevania_Into_the_Dark_Night.sid,sid,55256
_High Voltage SID Collection/MUSICIANS/B/Bleed_Into_One/Loader_Zak_Creatures.sid,sid,55257
_High Voltage SID Collection/MUSICIANS/B/Beat_Machine/Xayne/Try_3.sid,sid,55258
_High Voltage SID Collection/MUSICIANS/B/Beat_Machine/Xayne/Solexpress_v1.sid,sid,55259
_High Voltage SID Collection/MUSICIANS/B/Beat_Machine/Xayne/To_Be_Improved.sid,sid,55260
_High Voltage SID Collection/MUSICIANS/B/Beat_Machine/Xayne/Slow_Arpeggios.sid,sid,55261
_High Voltage SID Collection/MUSICIANS/B/Baron_Ashler/Ball.sid,sid,55262
_High Voltage SID Collection/MUSICIANS/O/Ouwehand_Reyn/Famehall.sid,sid,55263
_High Voltage SID Collection/MUSICIANS/O/Odo/Chaos_Sequence.sid,sid,55264
_High Voltage SID Collection/MUSICIANS/E/Enzo_Mark/SCC_Intro.sid,sid,55265
_High Voltage SID Collection/MUSICIANS/E/Eeben_Aleksi/So_What.sid,sid,55266
_High Voltage SID Collection/MUSICIANS/E/Eco/Fog.sid,sid,55267
_High Voltage SID Collection/MUSICIANS/E/Enzoottobit/Disco_China.sid,sid,55268
_High Voltage SID Collection/MUSICIANS/E/Enzoottobit/Tribalism.sid,sid,55269
_High Voltage SID Collection/MUSICIANS/E/Enzoottobit/Boundaries_of_the_Universe.sid,sid,55270
_High Voltage SID Collection/MUSICIANS/E/Enzoottobit/8_Bit_Winter.sid,sid,55271
_High Voltage SID Collection/MUSICIANS/E/Enzoottobit/Hello_Doraemon.sid,sid,55272
_High Voltage SID Collection/MUSICIANS/E/Enzoottobit/My_Face.sid,sid,55273
_High Voltage SID Collection/MUSICIANS/Q/Quirby64/Battle_on_the_High_Seas.sid,sid,55274
_High Voltage SID Collection/MUSICIANS/Q/Qdor/Stugdisco.sid,sid,55275
_High Voltage SID Collection/DEMOS/G-L/Knulla_Pimppa.sid,sid,55276
_High Voltage SID Collection/MUSICIANS/C/Cranksy/I_Dont_Know_What_I_Am_Doing.sid,sid,55277
_High Voltage SID Collection/DEMOS/G-L/Long_Island.sid,sid,55278
_High Voltage SID Collection/MUSICIANS/F/Fiehtner_Dan/Lonely_Nights.sid,sid,55279
_High Voltage SID Collection/DEMOS/M-R/Master_Demo_I.sid,sid,55280
_High Voltage SID Collection/DEMOS/M-R/Milestone_tune_9.sid,sid,55281
_High Voltage SID Collection/MUSICIANS/C/Cranksy/Maximus.sid,sid,55282
_High Voltage SID Collection/DEMOS/M-R/Rocopix_II_tune_4.sid,sid,55283
_High Voltage SID Collection/DEMOS/M-R/Queer_tune_3.sid,sid,55284
_High Voltage SID Collection/DEMOS/S-Z/Stranger_Things.sid,sid,55285
_High Voltage SID Collection/MUSICIANS/A/Atomcode/Schuhplattler.sid,sid,55286
_High Voltage SID Collection/DEMOS/S-Z/Tribute_to_Esmeraldas_Hexenkueche.sid,sid,55287
_High Voltage SID Collection/MUSICIANS/F/F7sus4/Triangle_My_Amelie.sid,sid,55288
_High Voltage SID Collection/DEMOS/S-Z/TV-One.sid,sid,55289
